integrador,dias,error_relativo_energia
rk4,17450,1.23071e-08
rk4,17500,1.2387e-08
rk4,17550,1.23366e-08
rk4,17600,1.245e-08
rk4,17650,1.24769e-08
rk4,17700,1.25101e-08
rk4,17750,1.25684e-08
rk4,17800,1.25607e-08
rk4,17850,1.26359e-08
rk4,17900,1.25848e-08
rk4,17950,1.26988e-08
rk4,18000,1.27151e-08
rk4,18050,1.276e-08
rk4,18100,1.28156e-08
rk4,18150,1.28129e-08
rk4,18200,1.28844e-08
rk4,18250,1.28379e-08
rk4,18300,1.29481e-08
rk4,18350,1.29508e-08
rk4,18400,1.30092e-08
rk4,18450,1.30621e-08
rk4,18500,1.30648e-08
rk4,18550,1.3133e-08
rk4,18600,1.30935e-08
rk4,18650,1.31968e-08
rk4,18700,1.3185e-08
rk4,18750,1.32588e-08
rk4,18800,1.33078e-08
rk4,18850,1.33155e-08
rk4,18900,1.33814e-08
rk4,18950,1.33503e-08
rk4,19000,1.34458e-08
rk4,19050,1.34186e-08
rk4,19100,1.35078e-08
rk4,19150,1.35525e-08
rk4,19200,1.35663e-08
rk4,19250,1.36296e-08
rk4,19300,1.36062e-08
rk4,19350,1.36947e-08
rk4,19400,1.36547e-08
rk4,19450,1.37571e-08
rk4,19500,1.37955e-08
rk4,19550,1.38163e-08
rk4,19600,1.38778e-08
rk4,19650,1.38614e-08
rk4,19700,1.39434e-08
rk4,19750,1.38948e-08
rk4,19800,1.40062e-08
rk4,19850,1.40372e-08
rk4,19900,1.40663e-08
rk4,19950,1.41253e-08
rk4,20000,1.41152e-08
rk4,20050,1.41924e-08
rk4,20100,1.41409e-08
rk4,20150,1.42552e-08
rk4,20200,1.42761e-08
rk4,20250,1.4316e-08
rk4,20300,1.43729e-08
rk4,20350,1.43681e-08
rk4,20400,1.44408e-08
rk4,20450,1.4392e-08
rk4,20500,1.45044e-08
rk4,20550,1.45131e-08
rk4,20600,1.45654e-08
rk4,20650,1.46194e-08
rk4,20700,1.462e-08
rk4,20750,1.46897e-08
rk4,20800,1.46469e-08
rk4,20850,1.47531e-08
rk4,20900,1.47476e-08
rk4,20950,1.4815e-08
rk4,21000,1.48657e-08
rk4,21050,1.48712e-08
rk4,21100,1.49379e-08
rk4,21150,1.49034e-08
rk4,21200,1.50023e-08
rk4,21250,1.49813e-08
rk4,21300,1.5064e-08
rk4,21350,1.51107e-08
rk4,21400,1.5122e-08
rk4,21450,1.51864e-08
rk4,21500,1.51597e-08
rk4,21550,1.52509e-08
rk4,21600,1.52161e-08
rk4,21650,1.53135e-08
rk4,21700,1.53546e-08
rk4,21750,1.53721e-08
rk4,21800,1.54344e-08
rk4,21850,1.54154e-08
rk4,21900,1.55e-08
rk4,21950,1.54542e-08
rk4,22000,1.55624e-08
rk4,22050,1.55969e-08
rk4,22100,1.56224e-08
rk4,22150,1.56823e-08
rk4,22200,1.56696e-08
rk4,22250,1.57487e-08
rk4,22300,1.56978e-08
rk4,22350,1.58117e-08
rk4,22400,1.58369e-08
rk4,22450,1.58719e-08
rk4,22500,1.59299e-08
rk4,22550,1.59231e-08
rk4,22600,1.59974e-08
rk4,22650,1.59468e-08
rk4,22700,1.60606e-08
rk4,22750,1.60748e-08
rk4,22800,1.61217e-08
rk4,22850,1.61768e-08
rk4,22900,1.61751e-08
rk4,22950,1.62461e-08
rk4,23000,1.62006e-08
rk4,23050,1.63096e-08
rk4,23100,1.631e-08
rk4,23150,1.6371e-08
rk4,23200,1.64234e-08
rk4,23250,1.64268e-08
rk4,23300,1.64945e-08
rk4,23350,1.64564e-08
rk4,23400,1.65586e-08
rk4,23450,1.65442e-08
rk4,23500,1.66204e-08
rk4,23550,1.66687e-08
rk4,23600,1.66776e-08
rk4,23650,1.67431e-08
rk4,23700,1.67131e-08
rk4,23750,1.68074e-08
rk4,23800,1.6778e-08
rk4,23850,1.68697e-08
rk4,23900,1.69134e-08
rk4,23950,1.69281e-08
rk4,24000,1.69911e-08
rk4,24050,1.6969e-08
rk4,24100,1.70565e-08
rk4,24150,1.70146e-08
rk4,24200,1.71187e-08
rk4,24250,1.71562e-08
rk4,24300,1.71783e-08
rk4,24350,1.72393e-08
rk4,24400,1.72239e-08
rk4,24450,1.73051e-08
rk4,24500,1.72557e-08
rk4,24550,1.7368e-08
rk4,24600,1.73974e-08
rk4,24650,1.7428e-08
rk4,24700,1.74868e-08
rk4,24750,1.74777e-08
rk4,24800,1.75541e-08
rk4,24850,1.75026e-08
rk4,24900,1.76169e-08
rk4,24950,1.76361e-08
rk4,25000,1.76779e-08
rk4,25050,1.77342e-08
rk4,25100,1.77302e-08
rk4,25150,1.78025e-08
rk4,25200,1.77546e-08
rk4,25250,1.78661e-08
rk4,25300,1.78725e-08
rk4,25350,1.79271e-08
rk4,25400,1.79808e-08
rk4,25450,1.79822e-08
rk4,25500,1.80512e-08
rk4,25550,1.80097e-08
rk4,25600,1.81149e-08
rk4,25650,1.8107e-08
rk4,25700,1.81768e-08
rk4,25750,1.82268e-08
rk4,25800,1.82331e-08
rk4,25850,1.82996e-08
rk4,25900,1.82664e-08
rk4,25950,1.8364e-08
rk4,26000,1.83405e-08
rk4,26050,1.84258e-08
rk4,26100,1.84718e-08
rk4,26150,1.8484e-08
rk4,26200,1.85479e-08
rk4,26250,1.85225e-08
rk4,26300,1.86128e-08
rk4,26350,1.85759e-08
rk4,26400,1.86752e-08
rk4,26450,1.87153e-08
rk4,26500,1.87341e-08
rk4,26550,1.87961e-08
rk4,26600,1.87781e-08
rk4,26650,1.88616e-08
rk4,26700,1.88146e-08
rk4,26750,1.89243e-08
rk4,26800,1.89574e-08
rk4,26850,1.89842e-08
rk4,26900,1.90438e-08
rk4,26950,1.90321e-08
rk4,27000,1.91105e-08
rk4,27050,1.90593e-08
rk4,27100,1.91734e-08
rk4,27150,1.9197e-08
rk4,27200,1.92339e-08
rk4,27250,1.92914e-08
rk4,27300,1.92853e-08
rk4,27350,1.93591e-08
rk4,27400,1.9309e-08
rk4,27450,1.94224e-08
rk4,27500,1.94346e-08
rk4,27550,1.94834e-08
rk4,27600,1.95381e-08
rk4,27650,1.95374e-08
rk4,27700,1.96079e-08
rk4,27750,1.95633e-08
rk4,27800,1.96713e-08
rk4,27850,1.96695e-08
rk4,27900,1.97329e-08
rk4,27950,1.97847e-08
rk4,28000,1.97888e-08
rk4,28050,1.98562e-08
rk4,28100,1.98194e-08
rk4,28150,1.99204e-08
rk4,28200,1.99035e-08
rk4,28250,1.99821e-08
rk4,28300,2.00299e-08
rk4,28350,2.00397e-08
rk4,28400,2.01048e-08
rk4,28450,2.0076e-08
rk4,28500,2.01691e-08
rk4,28550,2.01377e-08
rk4,28600,2.02316e-08
rk4,28650,2.02743e-08
rk4,28700,2.029e-08
rk4,28750,2.03528e-08
rk4,28800,2.03319e-08
rk4,28850,2.04183e-08
rk4,28900,2.03748e-08
rk4,28950,2.04805e-08
rk4,29000,2.0517e-08
rk4,29050,2.05403e-08
rk4,29100,2.06009e-08
rk4,29150,2.05865e-08
rk4,29200,2.06669e-08
rk4,29250,2.06169e-08
rk4,29300,2.07299e-08
rk4,29350,2.07577e-08
rk4,29400,2.07899e-08
rk4,29450,2.08484e-08
rk4,29500,2.08402e-08
rk4,29550,2.09158e-08
rk4,29600,2.08644e-08
rk4,29650,2.09787e-08
rk4,29700,2.09962e-08
rk4,29750,2.10398e-08
rk4,29800,2.10956e-08
rk4,29850,2.10925e-08
rk4,29900,2.11643e-08
rk4,29950,2.11172e-08
rk4,30000,2.12279e-08
rk4,30050,2.12321e-08
rk4,30100,2.12891e-08
rk4,30150,2.13423e-08
rk4,30200,2.13444e-08
rk4,30250,2.14129e-08
rk4,30300,2.13726e-08
rk4,30350,2.14768e-08
rk4,30400,2.14665e-08
rk4,30450,2.15386e-08
rk4,30500,2.1588e-08
rk4,30550,2.15953e-08
rk4,30600,2.16615e-08
rk4,30650,2.16294e-08
rk4,30700,2.17257e-08
rk4,30750,2.17e-08
rk4,30800,2.17878e-08
rk4,30850,2.1833e-08
rk4,30900,2.1846e-08
rk4,30950,2.19096e-08
rk4,31000,2.18854e-08
rk4,31050,2.19747e-08
rk4,31100,2.19359e-08
rk4,31150,2.2037e-08
rk4,31200,2.20762e-08
rk4,31250,2.20962e-08
rk4,31300,2.21579e-08
rk4,31350,2.21408e-08
rk4,31400,2.22234e-08
rk4,31450,2.21754e-08
rk4,31500,2.22862e-08
rk4,31550,2.2318e-08
rk4,31600,2.23461e-08
rk4,31650,2.24054e-08
rk4,31700,2.23947e-08
rk4,31750,2.24724e-08
rk4,31800,2.24209e-08
rk4,31850,2.25351e-08
rk4,31900,2.25572e-08
rk4,31950,2.25959e-08
rk4,32000,2.2653e-08
rk4,32050,2.26476e-08
rk4,32100,2.27208e-08
rk4,32150,2.26715e-08
rk4,32200,2.27844e-08
rk4,32250,2.27944e-08
rk4,32300,2.28453e-08
rk4,32350,2.28997e-08
rk4,32400,2.28998e-08
rk4,32450,2.29697e-08
rk4,32500,2.29261e-08
rk4,32550,2.30331e-08
rk4,32600,2.30293e-08
rk4,32650,2.30949e-08
rk4,32700,2.3146e-08
rk4,32750,2.31509e-08
rk4,32800,2.3218e-08
rk4,32850,2.31826e-08
rk4,32900,2.32823e-08
rk4,32950,2.3263e-08
rk4,33000,2.3344e-08
rk4,33050,2.33913e-08
rk4,33100,2.34019e-08
rk4,33150,2.34665e-08
rk4,33200,2.34389e-08
rk4,33250,2.35311e-08
rk4,33300,2.34976e-08
rk4,33350,2.35935e-08
rk4,33400,2.36353e-08
rk4,33450,2.36521e-08
rk4,33500,2.37146e-08
rk4,33550,2.36948e-08
rk4,33600,2.37801e-08
rk4,33650,2.37352e-08
rk4,33700,2.38425e-08
rk4,33750,2.38778e-08
rk4,33800,2.39024e-08
rk4,33850,2.39625e-08
rk4,33900,2.39491e-08
rk4,33950,2.40288e-08
rk4,34000,2.39783e-08
rk4,34050,2.40917e-08
rk4,34100,2.41181e-08
rk4,34150,2.4152e-08
rk4,34200,2.42102e-08
rk4,34250,2.42027e-08
rk4,34300,2.42775e-08
rk4,34350,2.42266e-08
rk4,34400,2.43407e-08
rk4,34450,2.43563e-08
rk4,34500,2.44017e-08
rk4,34550,2.44571e-08
rk4,34600,2.44549e-08
rk4,34650,2.45263e-08
rk4,34700,2.448e-08
rk4,34750,2.45897e-08
rk4,34800,2.45918e-08
rk4,34850,2.46511e-08
rk4,34900,2.47039e-08
rk4,34950,2.47066e-08
rk4,35000,2.47747e-08
rk4,35050,2.47357e-08
rk4,35100,2.48388e-08
rk4,35150,2.48261e-08
rk4,35200,2.49004e-08
rk4,35250,2.49493e-08
rk4,35300,2.49576e-08
rk4,35350,2.50233e-08
rk4,35400,2.49924e-08
rk4,35450,2.50875e-08
rk4,35500,2.50599e-08
rk4,35550,2.51498e-08
rk4,35600,2.51942e-08
rk4,35650,2.5208e-08
rk4,35700,2.52713e-08
rk4,35750,2.52485e-08
rk4,35800,2.53367e-08
rk4,35850,2.5296e-08
rk4,35900,2.53988e-08
rk4,35950,2.54372e-08
rk4,36000,2.54584e-08
rk4,36050,2.55196e-08
rk4,36100,2.55034e-08
rk4,36150,2.55852e-08
rk4,36200,2.55365e-08
rk4,36250,2.56482e-08
rk4,36300,2.56786e-08
rk4,36350,2.57081e-08
rk4,36400,2.57671e-08
rk4,36450,2.57574e-08
rk4,36500,2.58342e-08
verlet,0,1.84297e-10
verlet,50,5.20169e-07
verlet,100,1.70773e-08
verlet,150,1.02788e-07
verlet,200,5.79727e-08
verlet,250,5.13883e-09
verlet,300,3.62329e-07
verlet,350,1.57554e-08
verlet,400,5.99357e-07
verlet,450,8.98465e-09
verlet,500,1.2755e-07
verlet,550,1.65352e-08
verlet,600,6.94058e-10
verlet,650,2.99461e-07
verlet,700,1.72019e-08
verlet,750,6.20731e-07
verlet,800,2.37795e-08
verlet,850,1.8802e-07
verlet,900,1.05517e-08
verlet,950,8.90346e-09
verlet,1000,2.04991e-07
verlet,1050,1.9457e-08
verlet,1100,6.45609e-07
verlet,1150,2.59989e-08
verlet,1200,2.27467e-07
verlet,1250,1.14003e-08
verlet,1300,1.62417e-08
verlet,1350,1.60011e-07
verlet,1400,3.19401e-08
verlet,1450,6.0031e-07
verlet,1500,2.34387e-08
verlet,1550,3.17261e-07
verlet,1600,2.02489e-08
verlet,1650,8.79974e-09
verlet,1700,1.01348e-07
verlet,1750,1.82896e-08
verlet,1800,5.56429e-07
verlet,1850,3.53103e-08
verlet,1900,3.80808e-07
verlet,1950,1.92919e-08
verlet,2000,5.06479e-08
verlet,2050,6.84627e-08
verlet,2100,3.43961e-08
verlet,2150,4.73226e-07
verlet,2200,1.81301e-08
verlet,2250,4.78494e-07
verlet,2300,3.41617e-08
verlet,2350,5.95371e-08
verlet,2400,4.54833e-08
verlet,2450,1.17158e-08
verlet,2500,3.91988e-07
verlet,2550,3.47985e-08
verlet,2600,5.50119e-07
verlet,2650,1.50159e-08
verlet,2700,1.13568e-07
verlet,2750,1.74799e-08
verlet,2800,2.03079e-08
verlet,2850,3.20004e-07
verlet,2900,1.15542e-08
verlet,2950,6.10815e-07
verlet,3000,3.21267e-08
verlet,3050,1.54205e-07
verlet,3100,2.12921e-08
verlet,3150,3.5248e-09
verlet,3200,2.39241e-07
verlet,3250,2.36869e-08
verlet,3300,6.49142e-07
verlet,3350,5.35411e-09
verlet,3400,2.19577e-07
verlet,3450,2.40627e-09
verlet,3500,1.24233e-08
verlet,3550,1.99605e-07
verlet,3600,5.61535e-09
verlet,3650,6.30988e-07
verlet,3700,1.90451e-08
verlet,3750,2.97697e-07
verlet,3800,1.1682e-08
verlet,3850,2.94773e-08
verlet,3900,1.32879e-07
verlet,3950,8.48802e-09
verlet,4000,6.0834e-07
verlet,4050,1.50083e-09
verlet,4100,3.67922e-07
verlet,4150,8.69805e-09
verlet,4200,5.5885e-08
verlet,4250,1.12148e-07
verlet,4300,8.41516e-09
verlet,4350,5.17832e-07
verlet,4400,1.14173e-08
verlet,4450,4.65e-07
verlet,4500,4.36305e-09
verlet,4550,6.35689e-08
verlet,4600,5.98813e-08
verlet,4650,2.75841e-09
verlet,4700,4.52317e-07
verlet,4750,1.42491e-08
verlet,4800,5.23277e-07
verlet,4850,1.71533e-08
verlet,4900,1.08152e-07
verlet,4950,4.26895e-08
verlet,5000,1.82973e-08
verlet,5050,3.44488e-07
verlet,5100,1.44598e-08
verlet,5150,6.01313e-07
verlet,5200,2.55287e-08
verlet,5250,1.24066e-07
verlet,5300,1.33523e-08
verlet,5350,7.62367e-10
verlet,5400,2.7564e-07
verlet,5450,3.03132e-08
verlet,5500,6.21652e-07
verlet,5550,2.10932e-08
verlet,5600,1.9194e-07
verlet,5650,4.97213e-09
verlet,5700,1.48791e-08
verlet,5750,1.97659e-07
verlet,5800,1.76044e-08
verlet,5850,6.34172e-07
verlet,5900,3.77699e-08
verlet,5950,2.36586e-07
verlet,6000,8.53185e-09
verlet,6050,1.52826e-08
verlet,6100,1.41058e-07
verlet,6150,3.61834e-08
verlet,6200,5.98815e-07
verlet,6250,1.9251e-08
verlet,6300,3.22825e-07
verlet,6350,2.97109e-08
verlet,6400,1.36933e-08
verlet,6450,1.0304e-07
verlet,6500,1.78928e-08
verlet,6550,5.36666e-07
verlet,6600,3.83686e-08
verlet,6650,4.01234e-07
verlet,6700,1.4397e-08
verlet,6750,4.94229e-08
verlet,6800,5.78777e-08
verlet,6850,2.85102e-08
verlet,6900,4.71253e-07
verlet,6950,1.54227e-08
verlet,7000,4.86029e-07
verlet,7050,3.44545e-08
verlet,7100,7.50503e-08
verlet,7150,5.08243e-08
verlet,7200,1.2648e-08
verlet,7250,3.75831e-07
verlet,7300,2.75915e-08
verlet,7350,5.73256e-07
verlet,7400,1.16649e-08
verlet,7450,1.16487e-07
verlet,7500,1.78269e-08
verlet,7550,5.38886e-09
verlet,7600,3.19981e-07
verlet,7650,1.05801e-08
verlet,7700,6.16653e-07
verlet,7750,2.3256e-08
verlet,7800,1.7711e-07
verlet,7850,2.51215e-08
verlet,7900,3.03564e-09
verlet,7950,2.32449e-07
verlet,8000,1.03773e-08
verlet,8050,6.604e-07
verlet,8100,6.93085e-09
verlet,8150,2.27639e-07
verlet,8200,4.14568e-09
verlet,8250,2.78454e-08
verlet,8300,1.94914e-07
verlet,8350,9.85569e-09
verlet,8400,6.26787e-07
verlet,8450,9.77524e-09
verlet,8500,3.1607e-07
verlet,8550,4.67264e-09
verlet,8600,2.52654e-08
verlet,8650,1.28347e-07
verlet,8700,1.40332e-09
verlet,8750,5.95427e-07
verlet,8800,1.34699e-08
verlet,8850,3.75312e-07
verlet,8900,6.10572e-09
verlet,8950,6.06356e-08
verlet,9000,9.62401e-08
verlet,9050,1.91975e-08
verlet,9100,5.03256e-07
verlet,9150,9.23714e-09
verlet,9200,4.71067e-07
verlet,9250,2.03448e-08
verlet,9300,5.93207e-08
verlet,9350,5.63345e-08
verlet,9400,3.843e-09
verlet,9450,4.2535e-07
verlet,9500,2.79164e-08
verlet,9550,5.31957e-07
verlet,9600,1.54081e-08
verlet,9650,1.07542e-07
verlet,9700,2.56532e-08
verlet,9750,2.42127e-08
verlet,9800,3.34239e-07
verlet,9850,1.44354e-08
verlet,9900,5.98295e-07
verlet,9950,3.72273e-08
verlet,10000,1.30595e-07
verlet,10050,1.4734e-08
verlet,10100,2.9945e-09
verlet,10150,2.52226e-07
verlet,10200,3.49642e-08
verlet,10250,6.29877e-07
verlet,10300,1.87482e-08
verlet,10350,1.93113e-07
verlet,10400,1.453e-08
verlet,10450,1.03151e-08
verlet,10500,1.95591e-07
verlet,10550,1.90483e-08
verlet,10600,6.2253e-07
verlet,10650,4.02254e-08
verlet,10700,2.55044e-07
verlet,10750,5.39979e-09
verlet,10800,1.13124e-08
verlet,10850,1.27541e-07
verlet,10900,3.07329e-08
verlet,10950,6.00914e-07
verlet,11000,1.85305e-08
verlet,11050,3.29734e-07
verlet,11100,2.94846e-08
verlet,11150,2.76531e-08
verlet,11200,1.04746e-07
verlet,11250,2.05209e-08
verlet,11300,5.22505e-07
verlet,11350,3.06706e-08
verlet,11400,4.26677e-07
verlet,11450,1.30452e-08
verlet,11500,4.92227e-08
verlet,11550,5.65511e-08
verlet,11600,1.45335e-08
verlet,11650,4.68485e-07
verlet,11700,1.56393e-08
verlet,11750,4.99133e-07
verlet,11800,2.45669e-08
verlet,11850,9.50781e-08
verlet,11900,5.25102e-08
verlet,11950,1.29091e-08
verlet,12000,3.68474e-07
verlet,12050,1.27865e-08
verlet,12100,5.94116e-07
verlet,12150,1.25796e-08
verlet,12200,1.23557e-07
verlet,12250,2.58844e-08
verlet,12300,1.10511e-08
verlet,12350,3.13487e-07
verlet,12400,1.18153e-08
verlet,12450,6.27443e-07
verlet,12500,9.81436e-09
verlet,12550,1.95245e-07
verlet,12600,2.08914e-08
verlet,12650,3.03591e-09
verlet,12700,2.30301e-07
verlet,12750,8.75741e-10
verlet,12800,6.60255e-07
verlet,12850,1.4562e-08
verlet,12900,2.37453e-07
verlet,12950,1.03137e-08
verlet,13000,3.3824e-08
verlet,13050,1.79113e-07
verlet,13100,1.6163e-08
verlet,13150,6.23576e-07
verlet,13200,4.97894e-09
verlet,13250,3.2249e-07
verlet,13300,9.0567e-09
verlet,13350,2.27133e-08
verlet,13400,1.24634e-07
verlet,13450,2.32421e-09
verlet,13500,5.72087e-07
verlet,13550,2.60139e-08
verlet,13600,3.86215e-07
verlet,13650,5.7398e-09
verlet,13700,5.61573e-08
verlet,13750,7.70989e-08
verlet,13800,2.47925e-08
verlet,13850,4.92726e-07
verlet,13900,1.14363e-08
verlet,13950,4.71012e-07
verlet,14000,3.27362e-08
verlet,14050,6.30099e-08
verlet,14100,5.46103e-08
verlet,14150,1.08346e-08
verlet,14200,3.98196e-07
verlet,14250,3.37681e-08
verlet,14300,5.46259e-07
verlet,14350,1.6957e-08
verlet,14400,1.02608e-07
verlet,14450,1.39697e-08
verlet,14500,2.10085e-08
verlet,14550,3.26716e-07
verlet,14600,1.94213e-08
verlet,14650,5.94932e-07
verlet,14700,4.0716e-08
verlet,14750,1.44061e-07
verlet,14800,1.38596e-08
verlet,14850,1.05219e-08
verlet,14900,2.34054e-07
verlet,14950,3.14527e-08
verlet,15000,6.385e-07
verlet,15050,2.24448e-08
verlet,15100,1.94533e-07
verlet,15150,1.6105e-08
verlet,15200,6.75804e-10
verlet,15250,1.90776e-07
verlet,15300,2.51058e-08
verlet,15350,6.1456e-07
verlet,15400,3.44049e-08
verlet,15450,2.75576e-07
verlet,15500,8.18123e-09
verlet,15550,7.16894e-09
verlet,15600,1.21794e-07
verlet,15650,1.99581e-08
verlet,15700,5.97939e-07
verlet,15750,2.30102e-08
verlet,15800,3.41194e-07
verlet,15850,2.1443e-08
verlet,15900,4.27582e-08
verlet,15950,1.00449e-07
verlet,16000,2.33972e-08
verlet,16050,5.15188e-07
verlet,16100,1.78991e-08
verlet,16150,4.4773e-07
verlet,16200,1.66659e-08
verlet,16250,5.32015e-08
verlet,16300,6.22206e-08
verlet,16350,9.6187e-10
verlet,16400,4.57687e-07
verlet,16450,1.791e-08
verlet,16500,5.17519e-07
verlet,16550,1.0916e-08
verlet,16600,1.09559e-07
verlet,16650,4.72736e-08
verlet,16700,1.14433e-08
verlet,16750,3.65811e-07
verlet,16800,6.01893e-10
verlet,16850,6.04236e-07
verlet,16900,1.78553e-08
verlet,16950,1.33754e-07
verlet,17000,3.38681e-08
verlet,17050,1.71246e-08
verlet,17100,2.95788e-07
verlet,17150,1.49037e-08
verlet,17200,6.38644e-07
verlet,17250,2.61319e-09
verlet,17300,2.00051e-07
verlet,17350,9.41149e-09
verlet,17400,3.23453e-09
verlet,17450,2.25929e-07
verlet,17500,5.80115e-10
verlet,17550,6.47324e-07
verlet,17600,2.47225e-08
verlet,17650,2.47984e-07
verlet,17700,1.00098e-08
verlet,17750,2.65953e-08
verlet,17800,1.57098e-07
verlet,17850,2.09515e-08
verlet,17900,6.19294e-07
verlet,17950,8.95451e-09
verlet,18000,3.20552e-07
verlet,18050,2.17574e-08
verlet,18100,2.4621e-08
verlet,18150,1.18957e-07
verlet,18200,1.20394e-08
verlet,18250,5.46364e-07
verlet,18300,3.24503e-08
verlet,18350,4.0104e-07
verlet,18400,1.09735e-08
verlet,18450,4.59693e-08
verlet,18500,6.22315e-08
verlet,18550,2.28836e-08
verlet,18600,4.82554e-07
verlet,18650,1.95825e-08
verlet,18700,4.71726e-07
verlet,18750,3.69145e-08
verlet,18800,7.23313e-08
verlet,18850,4.94194e-08
verlet,18900,2.09853e-08
verlet,18950,3.77255e-07
verlet,19000,3.10921e-08
verlet,19050,5.60964e-07
verlet,19100,2.43389e-08
verlet,19150,9.89229e-08
verlet,19200,1.06371e-08
verlet,19250,1.19312e-08
verlet,19300,3.16256e-07
verlet,19350,2.74302e-08
verlet,19400,5.96979e-07
verlet,19450,3.55566e-08
verlet,19500,1.59298e-07
verlet,19550,7.99774e-09
verlet,19600,1.6234e-08
verlet,19650,2.25029e-07
verlet,19700,2.19298e-08
verlet,19750,6.42666e-07
verlet,19800,2.96041e-08
verlet,19850,2.02249e-07
verlet,19900,8.95173e-09
verlet,19950,1.30761e-08
verlet,20000,1.81356e-07
verlet,20050,2.87297e-08
verlet,20100,6.15127e-07
verlet,20150,2.22391e-08
verlet,20200,2.93205e-07
verlet,20250,1.31686e-08
verlet,20300,1.03942e-08
verlet,20350,1.25712e-07
verlet,20400,7.5713e-09
verlet,20450,5.8955e-07
verlet,20500,2.55408e-08
verlet,20550,3.61422e-07
verlet,20600,7.36476e-09
verlet,20650,5.50954e-08
verlet,20700,9.42712e-08
verlet,20750,1.95256e-08
verlet,20800,5.16086e-07
verlet,20850,4.38754e-09
verlet,20900,4.63305e-07
verlet,20950,1.87385e-08
verlet,21000,6.54058e-08
verlet,21050,7.26233e-08
verlet,21100,7.29038e-09
verlet,21150,4.41478e-07
verlet,21200,1.6726e-08
verlet,21250,5.41036e-07
verlet,21300,3.25081e-10
verlet,21350,1.15473e-07
verlet,21400,4.02804e-08
verlet,21450,5.43334e-09
verlet,21500,3.63877e-07
verlet,21550,2.64018e-09
verlet,21600,6.05801e-07
verlet,21650,2.21289e-08
verlet,21700,1.46691e-07
verlet,21750,3.64021e-08
verlet,21800,1.17875e-08
verlet,21850,2.73957e-07
verlet,21900,1.5991e-08
verlet,21950,6.47633e-07
verlet,22000,5.29157e-09
verlet,22050,1.97225e-07
verlet,22100,6.00052e-10
verlet,22150,6.73039e-09
verlet,22200,2.17707e-07
verlet,22250,9.2708e-09
verlet,22300,6.31647e-07
verlet,22350,2.96238e-08
verlet,22400,2.61015e-07
verlet,22450,3.17554e-09
verlet,22500,1.43056e-08
verlet,22550,1.39432e-07
verlet,22600,1.97666e-08
verlet,22650,6.12948e-07
verlet,22700,1.90571e-08
verlet,22750,3.20663e-07
verlet,22800,2.58203e-08
verlet,22850,3.15037e-08
verlet,22900,1.0933e-07
verlet,22950,2.39312e-08
verlet,23000,5.27474e-07
verlet,23050,3.00461e-08
verlet,23100,4.16597e-07
verlet,23150,2.09069e-08
verlet,23200,3.8862e-08
verlet,23250,5.64765e-08
verlet,23300,1.58612e-08
verlet,23350,4.68803e-07
verlet,23400,2.91221e-08
verlet,23450,4.7989e-07
verlet,23500,3.21894e-08
verlet,23550,8.28212e-08
verlet,23600,4.00939e-08
verlet,23650,2.76764e-08
verlet,23700,3.6586e-07
verlet,23750,2.28405e-08
verlet,23800,5.71813e-07
verlet,23850,3.33172e-08
verlet,23900,1.02561e-07
verlet,23950,1.55177e-08
verlet,24000,2.6592e-09
verlet,24050,3.01161e-07
verlet,24100,3.20515e-08
verlet,24150,6.07831e-07
verlet,24200,2.47907e-08
verlet,24250,1.71166e-07
verlet,24300,6.50044e-10
verlet,24350,1.42659e-08
verlet,24400,2.25099e-07
verlet,24450,1.18301e-08
verlet,24500,6.41505e-07
verlet,24550,3.3321e-08
verlet,24600,2.19001e-07
verlet,24650,2.6858e-09
verlet,24700,2.14079e-08
verlet,24750,1.70964e-07
verlet,24800,2.4687e-08
verlet,24850,6.23162e-07
verlet,24900,1.02265e-08
verlet,24950,3.0614e-07
verlet,25000,1.50469e-08
verlet,25050,2.23394e-08
verlet,25100,1.34166e-07
verlet,25150,5.19363e-11
verlet,25200,5.77565e-07
verlet,25250,2.26655e-08
verlet,25300,3.87485e-07
verlet,25350,3.84415e-09
verlet,25400,5.98507e-08
verlet,25450,8.84542e-08
verlet,25500,1.00541e-08
verlet,25550,5.17285e-07
verlet,25600,3.66301e-10
verlet,25650,4.72218e-07
verlet,25700,1.88787e-08
verlet,25750,7.98754e-08
verlet,25800,7.61955e-08
verlet,25850,3.68903e-09
verlet,25900,4.21187e-07
verlet,25950,1.4548e-08
verlet,26000,5.59877e-07
verlet,26050,1.95521e-09
verlet,26100,1.11345e-07
verlet,26150,3.2276e-08
verlet,26200,1.1412e-10
verlet,26250,3.52922e-07
verlet,26300,7.51669e-09
verlet,26350,6.01492e-07
verlet,26400,2.58142e-08
verlet,26450,1.5628e-07
verlet,26500,2.711e-08
verlet,26550,2.1215e-09
verlet,26600,2.52756e-07
verlet,26650,1.63469e-08
verlet,26700,6.48117e-07
verlet,26750,1.87754e-08
verlet,26800,1.9285e-07
verlet,26850,6.15103e-09
verlet,26900,1.04323e-08
verlet,26950,2.01418e-07
verlet,27000,2.41089e-08
verlet,27050,6.19354e-07
verlet,27100,2.92458e-08
verlet,27150,2.71192e-07
verlet,27200,1.05932e-08
verlet,27250,3.7565e-09
verlet,27300,1.29156e-07
verlet,27350,1.65281e-08
verlet,27400,5.99302e-07
verlet,27450,3.19213e-08
verlet,27500,3.27396e-07
verlet,27550,2.31489e-08
